#,Category Weights,Rubric Item,Question,Priority,1 - Lagging,2 - Developing,3 - Proficient,4 - Exemplary
1,FDR 100%,Testing Cadence & Predictability,"How predictable and consistent is the team's test execution across sprints, from planning through delivery?",High,"Team throughput is unpredictable; test estimates are unreliable, causing frequent scope adjustments and missed sprint commitments.","Attempts to improve velocity and planning but lacks consistency; some sprints meet targets while others miss significantly.","Maintains consistent testing velocity with reliable capacity planning; team completes planned test execution within sprint timeframes.","Drives continuous velocity improvements through predictive planning models; consistently exceeds sprint testing targets with data-driven forecasts."
2,FDR 60% / CDQ 40%,Defect Detection Effectiveness,"How effective is the supervisor at ensuring the team surfaces high-impact defects during testing rather than letting them escape to production?",High,"Team findings lack rigor; critical defects regularly escape to production due to weak detection standards and poor test design.","Attempts to improve detection quality but standards are inconsistently applied; some high-severity defects slip through testing.","Ensures team applies consistent quality standards in defect detection; critical issues are reliably identified through well-structured test coverage.","Has instituted rigorous detection processes with sophisticated test design; team proactively surfaces subtle, high-impact issues before they reach customers."
3,RO 100%,People Allocation & Workload Balance,"Does the supervisor allocate testers based on their strengths and manage workload so the team stays balanced, productive, and free from burnout?",High,"Talent is misaligned; testers are generalists performing poorly with no clear specialization. Workload is chronically unbalanced, causing burnout or idle time.","Begins developing specialization but assignments lack rationale; workload distribution is uneven with some members carrying disproportionate loads.","Strategically allocates testers based on platform expertise; monitors and balances workload to sustain quality and prevent burnout.","Continuously refines allocation to maximize strengths; proactively manages capacity with pipeline visibility, optimizing workload while protecting well-being."
4,RO 50% / CPS 30% / CD 20%,Testing Tools & Process Innovation,"Does the supervisor foster a culture of continuous improvement in testing tools and processes, pushing the team beyond current practices toward more efficient, innovative ways of working?",High,"Team uses outdated tools and processes; no effort to improve or innovate testing practices. Status quo is accepted even when it limits productivity.","Addresses tooling and process issues reactively; improvements lag behind team needs and emerging testing challenges.","Actively drives improvements to testing tools and workflows; team regularly adopts better practices that raise productivity.","Champions a culture of continuous innovation; team proactively experiments with cutting-edge tools and processes that deliver measurable efficiency gains."
5,SS 100%,Release Readiness & Gatekeeping,"To what extent does the supervisor own the release readiness decision — setting clear criteria and holding the line even under delivery pressure?",High,"Quality gates are weak or ignored; releases proceed without clear criteria, resulting in defect-prone deployments.","Establishes release criteria but inconsistently enforces them; some releases proceed despite unresolved quality risks.","Maintains effective release gates with clear criteria; only releases meeting quality standards proceed to production.","Champions rigorous release gatekeeping with well-defined criteria and unwavering enforcement; ensures only high-quality releases reach customers."
6,SS 50% / CSF 50%,Quality Status & Reporting to Stakeholders,"How effectively does the supervisor communicate quality status and testing findings so stakeholders can make confident release decisions?",High,"Stakeholders lack visibility into testing progress, risks, or findings; reports are unclear or missing entirely.","Communicates status irregularly or without sufficient context; stakeholders often misunderstand coverage or risk levels.","Provides clear, regular quality status updates; stakeholders understand testing progress, coverage, and readiness for release.","Produces crystal-clear reports tailored to audience; stakeholders have real-time visibility and full confidence in quality assessments."
7,IRR 100%,Incident Response & Root Cause Analysis,"How effectively does the supervisor own production incidents end-to-end — from rapid response and investigation support to rigorous root cause analysis that improves testing practices?",High,"Response to production incidents is slow or absent; defects escape without learning. No meaningful RCA or process improvement occurs.","Attempts to respond to incidents and conduct RCA but analysis is surface-level; team identifies symptoms but not underlying process gaps.","Responds promptly to incidents and conducts thorough RCA; identifies gaps and implements preventive measures that improve testing.","Drives comprehensive end-to-end incident ownership; RCA processes uncover systemic issues and permanently improve testing practices."
8,DCT 100%,Test Readiness & Review Discipline,"How effectively does the supervisor protect the team's test readiness — ensuring requirement clarity and timely test case reviews before execution begins?",High,"Requirements are ambiguous; test execution starts without clear, reviewed coverage. Team wastes effort testing incomplete specifications.","Works toward clarity but requirements and reviews are often delayed or incomplete; team must guess at intent or rework coverage.","Ensures requirements are clear and test cases are reviewed on time; team starts each sprint with approved, well-understood coverage.","Establishes requirement review discipline that guarantees clarity; rapid review turnaround keeps the team unblocked and confident."
9,DCT 60% / CPS 40%,Execution Flow & Blocker Removal,"How proactively does the supervisor clear friction and unblock the team during test execution?",Medium,"Testing is frequently stalled by unresolved blockers; team operates with persistent friction and no intervention from the supervisor.","Attempts to unblock team but resolution is slow; blockers accumulate and degrade velocity.","Actively identifies and removes blockers; team maintains momentum despite external dependencies.","Proactively prevents blockers through creative problem-solving and rapid resolution; team has minimal friction in execution."
10,CDQ 100%,Test Design & Documentation Standards,"Does the supervisor champion excellence in test design and documentation — producing test cases that are thorough, well-written, and clearly linked to requirements?",High,"No test design standards; test cases lack rigor, clarity, or coverage of critical paths. Documentation and traceability are missing.","Attempts to improve test design but standards are inconsistent; documentation has gaps and some tests lack requirement linkage.","Establishes clear test design and documentation standards; team produces well-structured, comprehensive, traceable test cases.","Champions excellence in test craftsmanship; team produces sophisticated, maintainable test cases with comprehensive documentation throughout the lifecycle."
